Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,99,99.1,99.2,99.4,100,99.8,100,99.8,100,100,100,100,100,100,..
Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,26.53,34,38.9301,44.1,49.28,54.462,59.5,65,70.9,77.4697,79.0978,81.9576,83.9119,84.6851,..
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.756,77.141,77.512,77.847,78.187,78.607,78.913,79.228,79.433,79.707,78.713,78.052,80.76,81.041,..
Maldives,MDV,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.100165482332,100.38204155014,97.4747092509902,95.7687484324053,96.8073394495413,99.0061090225564,98.2565323867083,97.1472662194312,96.6406154097958,96.8629835988386,97.1784452967759,..,96.0147426502285,100.477973568282,99.7145381635289
Maldives,MDV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,70.0468136514648,72.8434927609116,71.9760042609256,68.3872693233485,72.9110894145066,73.441380211737,70.014084045724,69.7419183184781,77.0284881591797,72.6946792602539,69.8982015609094,..,73.5234576648616,79.3565296847573,..
Maldives,MDV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.434,36.849,37.267,37.685,38.106,38.529,38.954,39.38,39.808,40.238,40.669,41.102,41.536,41.971,42.407
Maldives,MDV,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,165.97925116043,143.720506661302,144.380212278942,141.912110574952,142.491128546618,137.125230875185,114.361902904327,142.607296696261,162.243570519228,150.03236994908,..
Maldives,MDV,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,..,..,..,..,26.7309120629927,33.3166432238295,39.958303797275,41.1665758323434,47.7821183502268,44.0512013945222,38.8176225499697,28.0353626177626,36.6656113419959,34.9582566076375,..
Maldives,MDV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.881,10.06,9.14,8.3,7.477,6.604,5.771,5.401,4.95,4.562,5.434,5.024,4.419,4.241,4.636
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.92172188561173,4.01913525456487,-0.570588588901344,2.38212595410261,7.60253468971403,5.97471610121079,6.00506308559498,5.37554769647939,4.86784999935264,4.99999911699705,-1.16907500952713,3.1009412441845,3.5082827896139,4.71716103989503,5.00454593743036
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,827.617660082715,941.574944706639,878.217175344858,903.190452512378,940.243260037952,838.11986940103,872.468587171653,924.057531692284,996.379292136901,971.949318638092,953.242943290974,1027.27345365357,969.72220560562,1035.86242628411,1086.1762176779
Mali,MLI,"Population, total",SP.POP.TOTL,15945198,16469049,16957033,17459615,18020267,18593022,19191289,19813011,20442030,21068405,21713836,22388630,23072640,23769127,24478595
Mali,MLI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.34388995170593,3.75423002243042,3.47949004173279,3.28465008735657,3.64819002151489,3.80152010917664,3.09477996826172,3.78976988792419,3.55817008018494,3.55504989624023,3.95445990562439,4.36370992660522,4.04512227529275,4.18465094218116,..
Mali,MLI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.67865133,4.01483774,3.7521615,3.96750712,4.48158312,4.11143351,3.77377558,3.67425752,3.73249912,3.82943797,3.47597885,3.46649742,3.67284775,..,..
Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,27,28.8,25.6,32.4,34.2,37.6,38.8,34.8,50.9,47.9,50.6,53.4,53,54.5,..
Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2,2.2,2.8,3.5,7,10.33,14,18.9,21.4,24.9603,29.113,33.9565,34.3797,35.0921,..
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.993,56.367,56.696,57.052,57.482,57.852,58.286,58.562,58.873,59.217,58.858,59.116,60.035,60.439,..
Mali,MLI,"School enrollment, primary (% gross)",SE.PRM.ENRR,78.2843194478002,78.6656430079497,75.3898048541622,70.8734283447266,71.8215759998762,70.5209747052129,71.8693090094813,74.6733759399248,70.3689604909815,..,..,..,..,72.7972336510107,..
Mali,MLI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,36.7189206176726,38.7492137225876,..,39.2758121397099,41.2349114693214,38.9892238642006,40.0999948578594,38.5485805738327,37.9832691019192,..,..,..,..,38.9389470920545,..
Mali,MLI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.999,36.799,37.599,38.398,39.196,39.991,40.783,41.572,42.356,43.136,43.909,44.677,45.437,46.189,46.934
Mali,MLI,Trade (% of GDP),NE.TRD.GNFS.ZS,47.0196635730197,43.0309525232702,49.1038212559888,54.5264954580149,51.4954510008387,53.5751760102265,53.6126193604252,49.4919984941972,50.6998462523276,53.9987132798636,56.0415474422019,56.7150525565465,61.6636979670454,57.6543000639914,50.9002828660093
Mali,MLI,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.9790111423268,22.4497903019024,18.5268608788518,24.9167407640943,25.4405038527224,23.7547024794097,25.5592761800794,24.1702422585387,22.8491810819473,24.0416131193112,22.1879463835306,23.5116048276484,22.046553792306,21.6867621830725,21.6101657349813
Mali,MLI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.405,1.422,1.482,1.516,1.474,1.401,1.367,1.494,1.62,3.29,3.528,3.966,2.387,2.956,3.06
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.1973451691119,0.991963675296375,4.10259030296838,6.29171574401258,7.63112937482686,9.62109756228348,4.07771929481284,12.972119343498,7.18909653691901,4.08470602847339,-3.35834253154739,13.2997893209653,4.26931853012293,6.79631311118804,5.96928196125685
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,21946.6070188242,23516.9691282762,22878.3131257656,25415.5566806942,27424.5765369278,25529.6813131565,26459.0772054811,30317.2443357939,33382.2677502638,32421.9179753188,31833.596382464,38065.354346575,36224.2819955817,40182.4313854634,42347.3073860173
Malta,MLT,"Population, total",SP.POP.TOTL,414508,416268,420028,424810,433481,444220,454505,467106,483903,503912,515490,518150,531113,552747,574346
Malta,MLT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.20798015594482,7.57771015167236,6.24788999557495,7.40672016143799,6.84973001480103,4.91352987289429,4.95570993423462,4.34281015396118,..,4.79941987991333,..,4.93089008331299,4.71973991394043,..,..
Malta,MLT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.95211124,8.4481411,8.37802982,8.49665833,9.08505249,8.89759636,8.96600914,8.73092651,8.5073843,9.07641315,10.60137844,10.36362457,9.52376747,..,..
Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,63,68.0198,68.1999,68.9138,73.1141,75.96,78.0751,81.0119,81.658,85.7786,86.8588,87.4698,91.5406,92.0727,..
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.3975609756098,80.7463414634146,80.7463414634146,81.7463414634146,82.0463414634146,81.8975609756097,82.4536585365854,82.3463414634146,82.2487804878049,82.6585365853659,82.0975609756098,82.2585365853659,82.4487804878049,83.5073170731707,..
Malta,MLT,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.578308105469,100.981498718262,100.937980651855,101.232513427734,100.673332214355,100.305511474609,99.9404602050781,99.609992980957,99.5983276367188,98.1748886108398,96.802490234375,95.4136581420898,93.5346603393555,97.7078399658203,..
Malta,MLT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,105.11385345459,94.1126708984375,95.5169982910156,96.2600631713867,96.2309799194336,95.1571197509766,94.9765701293945,103.138412475586,104.642509460449,104.505729675293,102.924011230469,103.094459533691,102.695037841797,103.027229309082,..
Malta,MLT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.072,94.141,94.211,94.279,94.347,94.414,94.48,94.546,94.612,94.678,94.744,94.81,94.875,94.941,95.006
Malta,MLT,Trade (% of GDP),NE.TRD.GNFS.ZS,178.232753529545,192.02838351559,199.21347305101,187.431187125075,181.300566828563,207.19639824364,213.35939190737,213.047878484397,228.098550741999,233.070441902701,256.402967044059,220.738701426547,243.415382342225,232.46676505021,229.548280014917
Malta,MLT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.8219715168895,17.9885307653145,19.7768182318947,17.2952844456163,16.839778110528,23.6630684297158,21.3155974210244,18.6977591119806,19.1114207464998,20.0768743872959,20.7009956184046,22.9204268749735,24.197908585004,18.9299930502375,17.9276188706093
Malta,MLT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.847,6.378,6.197,6.106,5.725,5.389,4.687,4.002,3.658,3.616,4.347,3.394,2.921,3.11,2.703
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.53918680023571,-0.502512562814076,-1.29068462401796,3.80898237635019,-1.25958378970427,1.88574597892401,2.5040827436037,3.55815188528943,5.48717948717949,10.4521147301896,-2.77288732394366,1.22227252150293,-1.11806797853311,-3.93487109905021,2.77096802231969
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3095.45768964722,3319.39815439151,3514.26515490383,3677.90690791421,3735.23977829545,3764.34426229508,4229.80988911945,4592.83457628576,4858.12079054875,5292.33985502306,5661.96787336674,6258.61193705127,6322.82855503156,6678.34239060448,7466.65186507409
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,52044,51907,51419,50681,49796,48800,47709,46529,45285,44007,42706,41367,40077,38827,37548
Marshall Islands,MHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,9.88208961486816,13.8350374540234,15.1824411727819,7.70088005065918,..,..
Marshall Islands,MHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,17.84438324,11.35905361,11.7263298,12.13685322,12.11000061,14.86287594,14.70093918,12.08143997,14.5333004,15.0545578,12.17444134,12.54099083,11.73604298,..,..
Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.4,89.9,90.4,90.9,91.5,92.1,92.7,93.8,95.3,96.8,98.3,99.8,100,100,..
Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,7,10,12.5,14,16.8,19.2824,29.7878,38.7012,43.8825,49.7575,56.4191,63.9726,64.8023,65.7177,..
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.498,64.641,64.776,64.954,65.11,65.292,65.477,65.673,65.87,66.047,65.387,65.421,66.725,66.945,..
Marshall Islands,MHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,105.389074289953,..,..,..,106.642495754433,104.845524148404,..,..,109.175972668005,108.448888114364,111.781011494743,108.975506359207,107.109965783596,101.801288405129
Marshall Islands,MHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,83.1655973995361,84.9683293351352,..,..,92.6458957328589,92.9692493302926,94.7273907236998,83.1106717816097,89.5519894011742,85.7558642960298
Marshall Islands,MHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.568,74.038,74.498,74.946,75.384,75.811,76.228,76.634,77.031,77.417,77.794,78.162,78.52,78.868,79.208
Marshall Islands,MHL,Trade (% of GDP),NE.TRD.GNFS.ZS,144.804965859714,153.240162507255,157.517100166021,161.91974248927,149.853494623656,138.489820359281,116.326362735382,125.145250350959,128.482272727273,153.007728638901,107.825971877585,117.622325222093,118.835319652723,110.172232934825,..
Marshall Islands,MHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,43.6016139044072,19.4262333139872,16.32313226342,24.3041845493562,19.9638172043011,17.9437670114317,20.2841922695738,22.9830603649977,21.0230909090909,50.2256762559038,20.4705541770058,20.2148706064117,23.3818074191002,20.2010412649441,..
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.62022948104543,4.17278327815399,4.47001319170479,4.1508131898954,4.27482328814457,5.37633924099251,1.26090923067225,6.27054566937677,4.77217365692621,3.14100489306969,-0.360657384151068,0.742715395138262,6.79600510182286,6.50718719858594,5.2
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1659.96369705455,1931.19975525465,1859.11733247641,1934.24103064714,1713.00865264234,1554.94897871782,1565.76575722696,1615.00401327323,1722.93528854073,1767.072710621,1795.76459566714,1947.78918383313,1960.35240077424,2120.82318421747,2082.78374423714
Mauritania,MRT,"Population, total",SP.POP.TOTL,3390965,3502811,3619034,3734318,3848514,3965959,4086657,4210600,4337685,4467708,4600131,4734874,4875637,5022441,5169395
Mauritania,MRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,2.33102011680603,2.15821003913879,2.29354000091553,2.55796423507035,2.82956598871445,1.94405996799469,..,..,1.82317996025085,1.802649974823,1.891970038414,1.38966000080109,4.71521997451782,..
Mauritania,MRT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.63618922,2.47383666,2.64919329,2.86799884,3.46724391,3.67363763,3.18699503,3.41947556,2.88362551,3.09176588,3.00147843,3.78022528,4.48389912,..,..
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,34.2,35.3,36.4,37.6,38.8,39.5,41.2,42.9,43.6,44.9,45.4,47.7,49,50.3,..
Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,4,4.5,5,6.2,11.8,17.6,19.2328,21.0172,22.967,25.0978,27.4262,29.9707,34.3001,37.3809,..
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.661,65.754,65.808,65.89,66.207,66.498,66.823,67.088,67.419,67.64,66.794,66.762,68.281,68.484,..
Mauritania,MRT,"School enrollment, primary (% gross)",SE.PRM.ENRR,97.8571652188966,95.4359624506773,94.9017954032329,93.6377057031555,93.9026961891851,96.699365333097,88.6641926490124,87.8173094861384,90.2193039220816,90.2671941351334,93.8044664780786,..,..,104.015072968957,105.434763333022
Mauritania,MRT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,20.4244003295898,22.7523097991943,27.0638964405956,30.2620419125702,30.6988232872483,31.196307538775,32.187587041888,31.7565696757394,35.5293425627344,37.5793709898761,36.0277030077074,..,..,..,..
Mauritania,MRT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.588,47.493,48.4,49.306,50.203,51.089,51.962,52.824,53.672,54.507,55.327,56.133,56.923,57.699,58.458
Mauritania,MRT,Trade (% of GDP),NE.TRD.GNFS.ZS,93.4207451334608,98.485329604158,110.788122743421,102.398824183169,91.610371363604,77.3467864944966,73.1532616736712,78.8149801833884,89.1467294935148,93.4866941351317,86.7761681322741,88.3068737571235,102.025899125696,91.4705715873539,..
Mauritania,MRT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,33.2788670078419,29.426133347,33.2347577458968,32.7207739421267,37.9643297727243,34.3024643817869,29.001539872588,30.2739569009753,32.9273140772344,31.2427610467936,24.7092140405357,28.3276016445206,29.7828048274407,23.4609130577968,..
Mauritania,MRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.075,9.968,9.864,9.929,10.028,10.108,10.283,10.336,10.407,10.416,11.054,11.144,10.531,10.446,10.373
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.37720322344293,4.07753806610333,3.49611836470866,3.36040609974133,3.82696982009337,3.69055690369433,3.8624682634,3.93798380632353,4.00674057198549,2.89128499346516,-14.5465381490166,3.40379866177662,8.69306675264066,5.00781381755621,4.69390318398504
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,8000.37643182154,9197.04299089459,9291.23627601053,9764.64413060045,10366.3550754936,9507.87133656424,9965.72531085228,10841.6847754844,11643.4605962124,11403.2527870674,9011.04288445023,9068.97300226707,10223.7882316574,11182.186568616,11871.733679438
Mauritius,MUS,"Population, total",SP.POP.TOTL,1250400,1252404,1255882,1258927,1261208,1262879,1263747,1264887,1265577,1265985,1266014,1266334,1262523,1261041,1259509
Mauritius,MUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.55147004127502,3.33207011222839,3.41820001602173,3.56775999069214,4.81514978408813,4.75847005844116,4.88207006454468,4.87887001037598,4.67447996139526,4.54195022583008,4.35243988037109,4.67151021957397,4.84085988998413,4.56763982772827,4.08979988098145
Mauritius,MUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.51898289,4.25059652,4.21993399,4.620821,5.38024664,5.55042362,5.54289532,5.59857273,5.60310221,5.69508171,6.09606028,6.6160841,5.82381678,..,..
Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.4,99.6,99.4,99.4,99.5,99.6,99.7,99.6,99.8,100,99.5,99.6,100,100,..
Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,28.33,34.95,35.42,40.1168,44.8033,50.1393,52.1913,55.4032,58.5962,61.73,67.7329,71.6,75.5,79.5,..
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.9673170731707,73.2668292682927,73.8634146341464,74.0170731707317,74.1943902439024,74.3531707317073,74.3948780487805,74.5146341463415,74.4163414634146,74.2358536585366,74.1770731707317,73.680243902439,73.5146341463415,73.4121951219512,..
Mauritius,MUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.593631948192,100.025853822488,99.3669004354746,97.8401164880995,97.151872457029,97.1186716587986,96.7216048032764,96.4786321239223,96.4493985496331,95.423076066873,95.0063902545739,99.8860195903829,..,110.911583276217,107.347861424363
Mauritius,MUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,86.9073104858398,88.7222900390625,92.1094389658945,93.7982864379883,97.075353264043,93.9681984718368,94.4362545563892,92.5403344955972,91.4171358592572,93.1354968676317,89.5019998431496,..,..,..,90.7246586359898
Mauritius,MUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,41.555,41.444,41.332,41.222,41.111,41,40.91,40.841,40.793,40.766,40.76,40.775,40.81,40.867,40.944
Mauritius,MUS,Trade (% of GDP),NE.TRD.GNFS.ZS,113.457073552476,117.538946368786,119.500119779606,113.308833075877,110.589707531641,107.145979436304,100.016978687279,99.7018151211455,96.6339164118573,95.8457981519523,83.2396173536449,92.2590939564376,112.584757873474,105.103380425553,103.997590840583
Mauritius,MUS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.1575934302516,23.4591573490762,22.5827334846739,20.5659082538665,18.4812826744532,16.8987684588631,16.750815423797,16.8104368937172,18.0467036098607,19.0867941918502,17.1353208249977,19.5945339145,19.7800810449219,20.2227089149363,20.9552201816091
Mauritius,MUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.654,7.447,7.472,7.322,7.467,7.41,6.814,6.752,6.426,6.331,8.626,7.719,6.322,5.571,5.476
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.97133457799899,3.44404506308874,3.55321075512755,0.852101550164704,2.50376349862891,2.70232344844723,1.77249323400358,1.87172854186539,1.97208207701884,-0.392690505099296,-8.35403456576364,6.04848345704632,3.71098893117183,3.2953909570288,1.4540624784799
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,9728.80078237782,10664.4944046282,10744.1335229686,11216.800851866,11391.3773510244,10021.2386124039,9097.92397674769,9649.27816772402,10084.7937553679,10369.5553585271,8841.2707511328,10314.0506725979,11402.1410374782,13826.1306570122,14157.9445835849
Mexico,MEX,"Population, total",SP.POP.TOTL,113623895,115243504,116818208,118343573,119784261,121072306,122251351,123400057,124573711,125762982,126799054,127648148,128613117,129739759,130861007
Mexico,MEX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.93695020675659,4.90405988693237,4.88348007202148,4.50858020782471,5.06808996200562,5.05087995529175,4.75795984268188,4.39752006530762,4.13945007324219,..,4.49967002868652,4.23823022842407,4.0658597946167,..,..
Mexico,MEX,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.4897337,5.30093002,5.42140484,5.5773263,5.35336781,5.52738619,5.38499022,5.3117938,5.23821402,5.29685831,6.0537405,5.89244318,5.72145176,..,..
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.2,99,99.1,99.1,99.2,99,99.5,100,99.5,99.6,99.4,100,100,99.7,..
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,31.05,37.1763,39.75,43.46,44.3857,57.431,59.5404,53.0318,56.6596,69.6321,71.4902,75.6265,78.6322,81.1832,..
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.718,73.921,74.128,74.289,74.404,74.431,74.376,74.261,74.301,74.53,70.449,69.75,73.973,75.069,..
Mexico,MEX,"School enrollment, primary (% gross)",SE.PRM.ENRR,110.995216369629,111.058860778809,111.073516845703,110.109268188477,108.573143005371,106.963432312012,106.391220092773,105.797607421875,105.188163757324,105.095039367676,104.517730712891,103.358810424805,102.004783630371,101.420753479004,..
Mexico,MEX,"School enrollment, secondary (% gross)",SE.SEC.ENRR,87.2729263305664,88.3800888061523,90.6936187744141,93.2623062133789,97.3196868896484,100.982269287109,102.871368408203,105.11018371582,105.964653015137,105.515609741211,102.58154296875,98.3202514648438,98.3576583862305,102.055458068848,..
Mexico,MEX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.815,78.111,78.405,78.699,78.993,79.285,79.577,79.867,80.156,80.444,80.731,81.016,81.3,81.582,81.862
Mexico,MEX,Trade (% of GDP),NE.TRD.GNFS.ZS,59.2733845378721,62.1623872683072,64.2579318977864,62.6916747661852,64.0984090280535,70.4129746726021,75.6903034088551,76.9521260407254,80.2126616635331,77.4619722571128,76.8545556992201,83.0692976326771,88.8269347828552,73.7695331207325,74.7115956058691
Mexico,MEX,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.5530971589209,23.4720687893106,23.6882073396734,21.9901857822204,21.6713070665433,23.164182996454,23.7277194380681,23.2255397759544,23.0474727961436,21.665974001643,20.1075280610817,21.309732557813,22.4306505413624,23.9310166728338,24.1649369516459
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.303,5.175,4.892,4.921,4.819,4.311,3.853,3.419,3.275,3.477,4.44,4.019,3.256,2.765,2.711
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.25938995585932,3.18857475473928,-1.86681975475544,-3.67976779073483,-2.30577574529325,4.62188400404939,0.484101802387045,0.823045267489704,0,4.08163265306123,-1.67295417145529,3.09970457292135,-2.90586580595669,0.482147762457146,0.719083511742554
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2761.24325832248,2890.50493045368,3033.16989526369,2933.88333441237,2945.41495996162,2911.16211045292,2979.60119184048,3279.10779039285,3566.58690371125,3572.65918282222,3362.02793142215,3508.22356270221,3710.12448453257,3941.37247887414,4166.00476748564
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,107540,107698,107890,108121,108396,108716,109075,109481,109909,110282,110916,111624,112114,112630,113160
"Micronesia, Fed. Sts.",FSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,11.7192291367391,12.3438831906748,12.2281680903257,12.407919883728,13.814728,12.6815821727019,9.94274464285714,10.6931682741117,11.5591397849462,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,21.48778725,13.31436253,12.42913532,12.25674343,11.9102993,12.70485306,13.4160471,12.46886253,11.96551991,11.89308453,12.01537514,11.41321754,10.34470272,..,..
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,64.5,66.3,67.8,69.4,71.2,73,74.8,76.5,78.3,80.1,81.9,83.6,85.3,86.9,..
"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,20,22.8,25.9744,27.8,29.65,31.5011,33.3522,35.3041,36.6,38,39.3833,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.892,64.969,65.08,65.179,65.294,65.306,65.576,65.761,65.943,66.196,65.878,66.152,66.961,67.198,..
"Micronesia, Fed. Sts.",FSM,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,95.0318576353091,97.3142040069009,93.5670535707402,94.0772018432617,94.2192600897319,96.2881950207594,94.3598499009745,87.4240454357085,87.3990953957602,87.1063321877434,82.1547657350301,82.1598198983817
"Micronesia, Fed. Sts.",FSM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.298,22.305,22.324,22.355,22.399,22.456,22.526,22.608,22.703,22.812,22.933,23.068,23.217,23.379,23.555
"Micronesia, Fed. Sts.",FSM,Trade (% of GDP),NE.TRD.GNFS.ZS,105.813653142123,106.904622398343,111.358914489194,113.261346269274,105.859971084144,105.296472336084,102.884676923077,103.181727019499,103.406785714286,95.8493908629442,85.309816339618,87.2481106515589,87.7013226864624,98.3198016851214,96.6007114372874
"Micronesia, Fed. Sts.",FSM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.10000010705836,5.81816614684824,-0.589733954762579,9.0438656074181,4.99962585407656,-0.338235622387202,4.64601436259409,4.17561205106279,4.07559546585034,3.5523140853476,-8.27597831976949,13.9299997889786,-4.60000000000001,1.2,0.103059412450989
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,2436.79935102421,2941.36224066021,3044.8084324815,3321.04397795719,3289.95758568777,2749.55137054338,2847.08794770479,3453.26727720294,4156.44981956646,4405.33418162155,4375.7788930524,5274.60582195352,5744.29618434435,6799.58594644576,7617.51613089815
Moldova,MDA,"Population, total",SP.POP.TOTL,2862354,2860699,2860324,2859558,2857815,2835978,2803186,2755189,2707203,2664224,2635130,2595809,2528654,2457783,2389275
Moldova,MDA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.5922999382019,7.13638019561768,6.98338985443115,5.90975516494477,6.33806991577148,5.76665405944246,5.67208003997803,5.71016979217529,5.53887987136841,6.22576999664307,6.6012601852417,5.82405996322632,6.11053991317749,6.62547016143799,..
Moldova,MDA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.13112831,9.09670353,9.13962078,8.68300343,8.63275623,8.55763531,7.53552246,7.1278038,6.70760345,6.49662447,7.00484037,7.7490406,6.96505404,..,..
